ID	LABEL	TEXT
1753	other_cos-45.4	open lid
1754	sight-30.2	examine crabs
1755	other_cos-45.4	open pizza box
1756	give-13.1-1	give garter to papa
1757	assuming_position-50	sit in large chair
1758	scribble-25.2	write 3 on cube
1759	learn-14-2-1	read parchment
1760	investigate-35.4	x shaman
1761	roll-51.3.1	drop label
1762	other_cos-45.4	open bio-lock door
1763	investigate-35.4	examine toadstools
1764	escape-51.1-1	climb pillar
1765	unknown	gnusto ozmoo spell
1766	learn-14-1	learn feeyuk
1767	roll-51.3.1	drop cup
1768	investigate-35.4	x mirror
1769	unknown	get bread
1770	unknown	put all in fireplace
1771	unknown	put embers in coat
1772	fill-9.8	douse candles
1773	sight-30.2	x fan
1774	put_direction-9.4	drop newspaper
1775	learn-14-2-1	read label
1776	unknown	jindak
1777	fill-9.8	fill it with water
1778	run-51.3.2	southeast
1779	get-13.5.1	buy blue carpet
1780	give-13.1-1	give garnet to akbar
1781	spatial_configuration-47.6	open coffer
1782	spatial_configuration-47.6	open manhole with crowbar
1783	roll-51.3.1	drop padlock
1784	other_cos-45.4	close receptacle
1785	investigate-35.4	examine television
1786	learn-14-2-1	read torn
1787	talk-37.5	talk to reunite
1788	investigate-35.4	x photograph
1789	knead-26.5	shake branch
1790	learn-14-2-1	read card
1791	roll-51.3.1	turn knob
1792	cut-21.1-1	cut rope with dagger
1793	preparing-26.3-2	pour milk in cauldron
1794	unknown	point rod of returning at me
1795	investigate-35.4	x electronics
1796	sight-30.2	examine keg
1797	unknown	get red sphere
1798	sight-30.2	x insect
1799	push-12-1-1	press west wall
1800	unknown	rock, sw
1801	slide-11.2-1-1	slide miniaturization card through slot
1802	spray-9.7-1	rub flower
1803	investigate-35.4	x transmit stud
1804	roll-51.3.1	drop dummy
1805	tape-22.4	tie rope to branch
1806	remove-10.1	remove second board
1807	investigate-35.4	x carpark
1808	sight-30.2	x pedestal
1809	spatial_configuration-47.6	open wrapper
1810	crane-40.3.2	open west door
1811	unknown	get tray
1812	spatial_configuration-47.6	open orange vial
1813	crane-40.3.2	open bin
1814	investigate-35.4	x feather
1815	unknown	get ball
1816	other_cos-45.4	open tube
1817	sight-30.2	examine glass case
1818	unknown	take ebony
1819	other_cos-45.4	close roof
1820	roll-51.3.1	slide e
1821	other_cos-45.4	close outer door
1822	escape-51.1-1	enter dish
1823	run-51.3.2	northwest
1824	spatial_configuration-47.6	open bag
1825	learn-14-2-1	read wall
1826	run-51.3.2	u
1827	escape-51.1-1	enter pub
1828	other_cos-45.4	burn paper
1829	funnel-9.3-2-1	push yellow button
1830	unknown	take bucket
1831	give-13.1-1	give pork to crocodile
1832	investigate-35.4	examine cauldron
1833	sight-30.2	x me
1834	eat-39.1-1	eat it
1835	spatial_configuration-47.6	open box with tool
1836	unknown	cast frotz on amulet
1837	put_direction-9.4	drop jacket
1838	give-13.1-1	give ticket to rimshaw
1839	simple_dressing-41.3.1	wear air tank
1840	unknown	take leaf
1841	spatial_configuration-47.6	open access panel
1842	put_direction-9.4	robot, lift cage
1843	unknown	golmac me
1844	tape-22.4	tie rope to handle
1845	hit-18.1-1	strike rod of fire
1846	unknown	take slip
1847	investigate-35.4	x thug
1848	unknown	turn on bulb
1849	unknown	set left dial to 7
1850	unknown	take zipper
1851	modes_of_being_with_motion-47.3	shake pack
1852	unknown	put diamond cluster in first hole
1853	assuming_position-50	sit on large chair
1854	roll-51.3.1	drop clock
1855	push-12-1-1	push yellow button
1856	learn-14-1	learn zifmia
1857	fulfilling-13.4.1	show card to chuckles
1858	learn-14-1	read subway
1859	learn-14-1	read crumpled
1860	sight-30.2	x invite
1861	unknown	take analgesic
1862	investigate-35.4	x fuse
1863	roll-51.3.1	drop pile
1864	unknown	get meter
1865	unknown	get suit
1866	other_cos-45.4	open cell door
1867	investigate-35.4	x dusty brick
1868	sight-30.2	x keys
1869	sight-30.2	x brick
1870	investigate-35.4	examine light
1871	learn-14-2-1	read garnet scratch with glass
1872	push-12-1	pull lever
1873	unknown	put egg in pan
1874	unknown	get label
1875	unknown	get vial
1876	hit-18.1-1	hammer scraps
1877	sight-30.2	examine reeds
1878	sight-30.2	x box
1879	unknown	get jewelry
1880	unknown	put eyes in body
1881	learn-14-1	read stained scroll
1882	investigate-35.4	examine safe
1883	carry-11.4-1-1	push filthy s
1884	slide-11.2	move lighted portrait
1885	crane-40.3.2	open net
1886	sight-30.2	x forcefield stud
1887	push-12-1-1	push wireless north
1888	funnel-9.3-2-1	push filthy n
1889	unknown	put opener in keyhole
1890	unknown	get scroll
1891	unknown	gnusto espnis
1892	unknown	get pyramid
1893	remove-10.1	remove handcuffs
1894	unknown	get locket
1895	other_cos-45.4	open panel
1896	spatial_configuration-47.6	open air supply system with tool
1897	sight-30.2	x pipe
1898	unknown	grab rope
1899	sight-30.2	examine large chair
1900	simple_dressing-41.3.1	wear stethoscope
1901	unknown	take fragment
1902	unknown	get teddy
1903	unknown	get blue paper
1904	sight-30.2	examine missile
1905	transfer_mesg-37.1.1	show red to trent
1906	investigate-35.4	examine porridge oats
1907	unknown	take flour from pot
1908	unknown	turn off lantern
1909	unknown	click on edit
1910	unknown	ask bum about brother
1911	unknown	ask female about male
1912	investigate-35.4	examine tide
1913	push-12-1-1	push pram e
1914	investigate-35.4	x electric panel
1915	push-12-1	pull branch
1916	unknown	take gold key
1917	put_direction-9.4	drop coins
1918	learn-14-1	learn yomin
1919	funnel-9.3-2-1	hammer scraps
1920	learn-14-2-1	read research paper
1921	investigate-35.4	x grill
1922	unknown	get orange card
1923	unknown	ask hermit about entrance
1924	unknown	take ash
1925	put_direction-9.4	drop screw
1926	put-9.1-2	put scraps on anvil
1927	say-37.7-1	hello
1928	unknown	get chalice
1929	other_cos-45.4	close cage
1930	put-9.1-2	put tree on square
1931	roll-51.3.1	move handle
1932	unknown	put coal in machine
1933	investigate-35.4	x printouts
1934	unknown	ask allarah about red
1935	banish-10.2	remove towel
1936	investigate-35.4	examine coin
1937	push-12-1-1	push can against wall
1938	unknown	put sheet in tray
1939	investigate-35.4	x mask
1940	learn-14-2-1	learn zifmia
1941	unknown	ask dragon about jewel
1942	sight-30.2	x gate
1943	roll-51.3.1	drop myrrh
1944	roll-51.3.1	drop shovel
1945	peer-30.3	l up terrock in leshosh
1946	crane-40.3.2	open shark repellent
1947	unknown	blorple x10
1948	learn-14-1	read torn square
1949	unknown	insert good bedistor in cube
1950	investigate-35.4	examine crabs
1951	run-51.3.2	s
1952	roll-51.3.1	drop firework
1953	unknown	screw relay into space
1954	unknown	take implementeers
1955	unknown	get plotter
1956	unknown	ask technician about security gates
1957	crane-40.3.2	raise lever
1958	investigate-35.4	examine lights
1959	put_spatial-9.2-1	sit on green rock
1960	unknown	answer phone
1961	spatial_configuration-47.6	open copier
1962	say-37.7-1	away
1963	unknown	light salt with bug
1964	unknown	urbzig toy
1965	unknown	take yellow pill
1966	roll-51.3.1	drop grater
1967	roll-51.3.1	drop lantern
1968	other_cos-45.4	open vial
1969	throw-17.1-1-1	throw stone at creature
1970	investigate-35.4	x tree
1971	unknown	get arrow
1972	unknown	k9, shoot boulder
1973	roll-51.3.1	turn switch off
1974	get-13.5.1	buy telescope
1975	hit-18.1-1	hit dragon with sword
1976	other_cos-45.4	open umbrella
1977	unknown	take 4
1978	unknown	get dagger
1979	sight-30.2	examine table
1980	unknown	get eight
1981	unknown	take old book
1982	run-51.3.2	climb on stage
1983	unknown	ask k9 about control
1984	put_direction-9.4	drop vase
1985	unknown	get bees
1986	unknown	take small key
1987	put_direction-9.4	drop container and assignment
1988	roll-51.3.1	drop key and brush
1989	unknown	get bird
1990	learn-14-2-1	read scroll
1991	unknown	take ticket 5802
1992	investigate-35.4	x it
1993	learn-14-2-1	learn zemdor
1994	spatial_configuration-47.6	open jar
1995	sight-30.2	examine safe
1996	push-12-1	pull slide
1997	unknown	take radio
1998	unknown	gnusto tinsot
1999	slide-11.2	move barrel
2000	unknown	get gas
2001	unknown	get battery
2002	learn-14-1	read waxy scroll
2003	put-9.1-2	put oil on hatch
2004	roll-51.3.1	drop toupee
2005	throw-17.1-1-1	throw sword into lake
2006	put_direction-9.4	drop pot
2007	investigate-35.4	x copier
2008	unknown	ask what gnome looking for
2009	push-12-1	pull third peg
2010	roll-51.3.1	drop shawm
2011	say-37.7-1	say firefly to jim
2012	spatial_configuration-47.6	open door
2013	funnel-9.3-2-1	push button 1
2014	investigate-35.4	examine coconuts
2015	spatial_configuration-47.6	open sack
2016	remove-10.1	remove fused bedistor with pliers
2017	unknown	turtle, se and get scroll then nw
2018	other_cos-45.4	close pizza box
2019	crane-40.3.2	open umbrella
2020	unknown	take flat key
2021	escape-51.1-1	exit shack
2022	give-13.1-1	give thumb to robot
2023	learn-14-1	read business card
2024	unknown	put letter opener in keyhole
2025	bump-18.4	strike rod of husbandry
2026	unknown	clap
2027	unknown	ask gnome about fire
2028	roll-51.3.1	drop silver
2029	sight-30.2	x horriblis
2030	unknown	get robe
2031	give-13.1-1	give it to girl
2032	sight-30.2	x cat
2033	investigate-35.4	x ariana
2034	unknown	ask gnome for ball
2035	learn-14-1	read gray scroll
2036	investigate-35.4	x shape
2037	unknown	reach in chopper
2038	unknown	get trident
2039	other_cos-45.4	open pacquet of paper
2040	investigate-35.4	x flower
2041	fill-9.8	fill milkbottle with pondwater
2042	investigate-35.4	x coffee
2043	investigate-35.4	x studs
2044	roll-51.3.1	drop gores
2045	learn-14-2-1	learn throck
2046	unknown	take all but pram
2047	unknown	get ace
2048	scribble-25.2	type "bleem"
2049	unknown	put card in slot
2050	investigate-35.4	x west mural
2051	carry-11.4-1-1	push newspaper under door
2052	crane-40.3.2	open satchel
2053	unknown	take flag
2054	roll-51.3.1	drop finch
2055	roll-51.3.1	drop cardboardbox
2056	unknown	get mud
2057	roll-51.3.1	drop ring
2058	sight-30.2	x knife
2059	stalk-35.3	smell dirty floor
2060	appear-48.1.1	wake homer
2061	put_direction-9.4	lower basket
2062	run-51.3.2	slide o
2063	unknown	get black
2064	sight-30.2	x plants
2065	other_cos-45.4	open grating
2066	learn-14-2-1	learn girgol
2067	unknown	put diamond in basket
2068	unknown	take walkie
2069	body_internal_states-40.6	shake lamp
2070	pour-9.5	pour hot porridge in gigantic bowl
2071	unknown	take dodo
2072	carry-11.4-1-1	push ass
2073	disassemble-23.3	unlock bronze door with key
2074	sight-30.2	x cubicles
2075	put_direction-9.4	drop egg
2076	carry-11.4-1-1	push red
2077	unknown	sleaze
2078	run-51.3.2	climb idol
2079	unknown	get coat
2080	give-13.1-1	give towel to arthur
2081	roll-51.3.1	drop bible
2082	unknown	sword
2083	unknown	get firework
2084	roll-51.3.1	drop ladder
2085	investigate-35.4	x boxes
2086	unknown	take pigeon
2087	other_cos-45.4	open oven
2088	banish-10.2	remove jacket
2089	investigate-35.4	examine thin man
2090	unknown	dig sand
2091	sight-30.2	x grill
2092	unknown	take painting
2093	unknown	get matchbook
2094	put_spatial-9.2-1	stand on chair
2095	investigate-35.4	x clingfilm
2096	put-9.1-2	put house on triangle
2097	put_direction-9.4	drop rope
2098	fill-9.8	cover hole 6
2099	roll-51.3.1	drop radio
2100	spatial_configuration-47.6	open gate
2101	learn-14-1	read missive
2102	crane-40.3.2	open jeep
2103	other_cos-45.4	open grate
2104	put_direction-9.4	lower short pole
2105	sight-30.2	x blank card
2106	roll-51.3.1	drop amulet
2107	sight-30.2	note sink
2108	slide-11.2	move crank
2109	unknown	ask barkeep about thad
2110	put_direction-9.4	drop biscuit, paper
2111	scribble-25.2	write 8 on cube
2112	roll-51.3.1	turn wheel right
2113	spray-9.7-1	spray thug
2114	run-51.3.2	climb down chimney
2115	unknown	unplug tv
2116	other_cos-45.4	open envelope
2117	learn-14-1	learn lesoch
2118	push-12-1-1	push demeter southwest
2119	roll-51.3.1	drop pickaxe
2120	unknown	put key in hole
2121	unknown	fire laser
2122	unknown	get air tank
2123	give-13.1-1	give card to woman
2124	learn-14-2-1	read faded scroll
2125	fulfilling-13.4.1	show spreadsheet
2126	sight-30.2	examine washing machine
2127	unknown	put volcano in pot
2128	unknown	ask george about beetlebaum
2129	sight-30.2	x respirator
2130	unknown	insert oar in oarlock
2131	sight-30.2	examine statue
2132	investigate-35.4	x dent
2133	sight-30.2	x shadow
2134	investigate-35.4	x marker
2135	learn-14-1	read muddy scroll
2136	unknown	take toupee
2137	unknown	put pliers into thing
2138	unknown	take pig
2139	break-45.1	break seal with pickaxe
2140	learn-14-1	read sports in newspaper
2141	investigate-35.4	x hawks
2142	push-12-1-1	push south wall
2143	put_direction-9.4	drop pipe
2144	unknown	get lockpick
2145	unknown	put acorns in net
2146	push-12-1-1	push right button
2147	unknown	offer coin to delbin
2148	unknown	upload video
2149	unknown	take club
2150	sight-30.2	examine mesa
2151	roll-51.3.1	turn dial to 639
2152	crane-40.3.2	close shield
2153	push-12-1-1	press yellow button
2154	investigate-35.4	examine statues
2155	roll-51.3.1	turn dial
2156	funnel-9.3-2-1	push west wall
2157	funnel-9.3-2-1	push rod
2158	crane-40.3.2	fold paper
2159	investigate-35.4	examine plant
2160	spatial_configuration-47.6	open canteen
2161	unknown	grab case
2162	unknown	blow whistle
2163	investigate-35.4	x safe
2164	disassemble-23.3	unlock wardrobe with key
2165	other_cos-45.4	open bin
2166	roll-51.3.1	turn dial to 47
2167	unknown	get
2168	unknown	put it in hole
2169	unknown	take boots
2170	unknown	get paddle
2171	unknown	light flashlight
2172	disassemble-23.3	unlock cabinet with key
2173	unknown	take wings
2174	learn-14-1	read writing
2175	roll-51.3.1	turn wheel left
2176	crane-40.3.2	close tray
2177	unknown	point it at metal
2178	unknown	wedge doors with axe
2179	investigate-35.4	x sandstone
2180	unknown	put gold in plate
2181	investigate-35.4	x barman
2182	unknown	get out of basket
2183	cut-21.1-1	scrape gum with card
2184	unknown	get candle
2185	sight-30.2	examine woman
2186	unknown	get pile
2187	banish-10.2	remove gloves
2188	put_direction-9.4	drop coin
2189	simple_dressing-41.3.1	wear fish
2190	unknown	ask governor about key
2191	crane-40.3.2	shake branch
2192	roll-51.3.1	drop hair dryer
2193	spatial_configuration-47.6	knight, open flagstone
2194	investigate-35.4	examine hive
2195	sight-30.2	x bag
2196	unknown	get rod of sacrifice
2197	remove-10.1	remove shim
2198	crane-40.3.2	open outer door
2199	give-13.1-1	give ekmek to andromeda
2200	unknown	take gun
2201	disassemble-23.3	unlock chain with brooch
2202	learn-14-2-1	read instructions
2203	exist-47.1-1	wait for johnny
2204	put_direction-9.4	drop flippers
2205	funnel-9.3-2-1	push coffin s
2206	unknown	insert orange card in slot
2207	roll-51.3.1	drop cloth
2208	investigate-35.4	x project status stud
2209	run-51.3.2	aft
2210	sight-30.2	x implementor
2211	funnel-9.3-2-1	push switch
2212	funnel-9.3-2-1	push dispenser button
2213	sight-30.2	examine charles
2214	learn-14-2-1	learn rezrov
2215	modes_of_being_with_motion-47.3	shake safe
2216	touch-20-1	touch notch
2217	put_direction-9.4	drop honey
2218	unknown	put pass in slot
2219	learn-14-1	read old book
2220	fulfilling-13.4.1	show skull to bum
2221	put-9.1-2	put bazooka on claw
2222	investigate-35.4	examine barrels
2223	peer-30.3	look under bunk
2224	roll-51.3.1	drop plug
2225	push-12-1	pull ropes
2226	investigate-35.4	examine tree
2227	investigate-35.4	examine refuse
2228	unknown	take pillow
2229	funnel-9.3-2-1	push button 7
2230	unknown	get cloak
2231	unknown	get rods from coffin
2232	roll-51.3.1	drop skink
2233	funnel-9.3-2-1	push dionysus southwest
2234	unknown	get relay
2235	peer-30.3	look in coat
2236	unknown	get white
2237	run-51.3.2	go through curtain
2238	remove-10.1	withdraw $603
2239	investigate-35.4	examine stump
2240	unknown	ask male about female
2241	unknown	light candle
2242	unknown	put canteen in knapsack
2243	put_direction-9.4	drop pencil
2244	search-35.2	search desk
2245	unknown	take needle
2246	unknown	ask george about bag
2247	unknown	answer "a well"
2248	unknown	turn on flashlight
2249	unknown	trillian, shoot rifles
2250	peer-30.3	look in bottle
2251	eat-39.1-2	drink tea
2252	investigate-35.4	x information stud
2253	search-35.2	search slabs
2254	investigate-35.4	x knife
2255	roll-51.3.1	drop flask
2256	talk-37.5	talk to sleaze
2257	other_cos-45.4	open mailbox
2258	learn-14-1	learn frotz
2259	unknown	get poe
2260	sight-30.2	x carvings
2261	put_direction-9.4	drop slip
2262	investigate-35.4	examine corpse
2263	unknown	get gum
2264	push-12-1-1	press 4
2265	unknown	look up indanaz in leshosh
2266	put_direction-9.4	drop chair
2267	learn-14-1	learn ledak
2268	get-13.5.1	order drink
2269	fill-9.8	fill canteen
2270	funnel-9.3-2-1	push dionysus southeast
2271	put_direction-9.4	drop tea
2272	unknown	dive
2273	see-30.1	smell car
2274	give-13.1-1	give brain to timelord
2275	sight-30.2	x boot
2276	learn-14-2-1	read ripped
2277	carry-11.4-1-1	push button 1
2278	run-51.3.2	mouse, south
2279	unknown	get luck
2280	unknown	take rod
2281	disassemble-23.3	unlock chest
2282	unknown	fix voltage regulator
2283	investigate-35.4	x grille
2284	sight-30.2	x copier
2285	search-35.2	search window
2286	unknown	ask computestor about videophone
2287	unknown	get amulet
2288	roll-51.3.1	drop necklace and dragon
2289	unknown	look up trophy in history book
2290	other_cos-45.4	open sack
2291	banish-10.2	remove frock
2292	spatial_configuration-47.6	open icebox
2293	unknown	get rod
2294	search-35.2	probe contacts
2295	unknown	take bar
2296	sight-30.2	examine log
2297	investigate-35.4	x papers
2298	unknown	get out of long line
2299	unknown	take cushion
2300	roll-51.3.1	drop trident
2301	fill-9.8	fill tank
2302	peer-30.3	look at shape
2303	other_cos-45.4	open buoy
2304	funnel-9.3-2-1	push moldy n
2305	funnel-9.3-2-1	push demeter southwest
2306	unknown	get out of cask
2307	crane-40.3.2	open freezer
2308	cut-21.1-1	cut cable
2309	unknown	turn on electricity
2310	unknown	get blue sphere
2311	roll-51.3.1	drop hoard
2312	unknown	put heart in statue
2313	sight-30.2	x hole
2314	unknown	get out of boat
2315	unknown	ask dragon about black
2316	sight-30.2	x bowl
2317	funnel-9.3-2-1	push wireless north
2318	touch-20-1	touch mirror
2319	put_direction-9.4	drop thing
2320	unknown	take napkin
2321	unknown	get cue ball
2322	talk-37.5	talk to empirious
2323	put-9.1-2	put red flag on spotted
2324	put_direction-9.4	drop bear
2325	sight-30.2	examine silver coin
2326	give-13.1-1	give gram to meghan
2327	unknown	take pallet
2328	say-37.7-1	say yello
2329	unknown	rezrov alabaster
2330	spatial_configuration-47.6	lean ladder against fence
2331	carry-11.4	pull quartz
2332	put-9.1-2	put handcuffs on rods
2333	unknown	put it in opening
2334	unknown	ask doc about syringe
2335	unknown	ask him about nelson
2336	unknown	get rod of fire
2337	peer-30.3	look under mat
2338	give-13.1-1	give fragment to green rock
2339	unknown	ask allarah about white
2340	unknown	yell
2341	learn-14-2-1	read writings
2342	fulfilling-13.4.1	show invitation to butler
2343	unknown	get painting
2344	unknown	blow dust
2345	hit-18.1-1	strike returning
2346	talk-37.5	talk to alltext
2347	unknown	ask barman about job
2348	unknown	get fire
2349	unknown	put hand in cauldron
2350	roll-51.3.1	drop crown
2351	investigate-35.4	x left screen
2352	unknown	get medicine bottle
2353	unknown	load it
2354	fulfilling-13.4.1	show envelope to johnny
2355	unknown	take sword
2356	roll-51.3.1	drop cork
2357	sight-30.2	x trees
2358	roll-51.3.1	move block
2359	learn-14-2-1	read cracked
2360	crane-40.3.2	close door
2361	investigate-35.4	x white pillar
2362	investigate-35.4	x counter
2363	roll-51.3.1	drop container and assignment
2364	sight-30.2	examine cage
2365	investigate-35.4	examine emerald
2366	crane-40.3.2	open safe
2367	learn-14-1	read lettering
2368	crane-40.3.2	open cauldron
2369	put_direction-9.4	drop chest
2370	investigate-35.4	x posse
2371	sight-30.2	examine sheets
2372	unknown	put red in glasses
2373	unknown	take cereal
2374	unknown	polish orb
2375	roll-51.3.1	drop all but candle
2376	peer-30.3	look in cabinet
2377	put_direction-9.4	drop stick
2378	search-35.2	search grate
2379	learn-14-1	learn shazok
2380	roll-51.3.1	drop magazine
2381	learn-14-2-1	read dusty scroll
2382	banish-10.2	remove brick with crowbar
2383	roll-51.3.1	drop cracked
2384	unknown	put entrails in body
2385	put-9.1-2	put flask under spout
2386	investigate-35.4	x right screen
2387	unknown	put bottle in zipper
2388	investigate-35.4	x chair
2389	run-51.3.2	climb pillar
2390	hit-18.1-1	hit creature with hook
2391	funnel-9.3-2-1	push chandelier
2392	touch-20-1	touch bottom
2393	unknown	take lamp
2394	carry-11.4-1-1	push red button
2395	investigate-35.4	x juke
2396	put_direction-9.4	drop all but lens
2397	investigate-35.4	x panels
2398	crane-40.3.2	open crypt
2399	sight-30.2	examine teachers
2400	unknown	get scarab
2401	sight-30.2	x pots
2402	spatial_configuration-47.6	open lid with spade
2403	run-51.3.2	roll statue se
2404	investigate-35.4	examine crypt
2405	put_direction-9.4	drop toy
2406	put_direction-9.4	drop kitchen card
2407	put_direction-9.4	drop briefcase
2408	investigate-35.4	x screen
2409	unknown	get mail
2410	unknown	light candles with match
2411	sight-30.2	examine ash
2412	learn-14-2-1	read back of brown paper
2413	unknown	get in machine
2414	crane-40.3.2	close lid
2415	sight-30.2	examine pram
2416	investigate-35.4	examine lever
2417	unknown	put lens in spotlight
2418	unknown	take black rod
2419	crane-40.3.2	roll statue nw
2420	unknown	take wrapper
2421	push-12-1-1	push bunk
2422	throw-17.1-1-1	throw sand
2423	crane-40.3.2	open purple book
2424	other_cos-45.4	open closet
2425	unknown	get acorns
2426	investigate-35.4	x coach
2427	learn-14-2-1	read plaque
2428	spray-9.7-1	rub locket
2429	run-51.3.2	east
2430	learn-14-1	read it
2431	peer-30.3	look at woods
2432	put_direction-9.4	drop shield
2433	unknown	fee
2434	other_cos-45.4	close canteen
2435	throw-17.1-1-1	throw rag at fire
2436	learn-14-2-1	read huge tome
2437	fulfilling-13.4.1	show mouse to elephant
2438	eat-39.1-1	eat blue cake
2439	investigate-35.4	x pile
2440	other_cos-45.4	open wallet
2441	run-51.3.2	go to windy cave
2442	put_direction-9.4	drop cap
2443	peer-30.3	look in box
2444	unknown	rock, e
2445	sight-30.2	examine grimoire
2446	unknown	ask allarah about black
2447	push-12-1-1	push dionysus southeast
2448	say-37.7-1	say time
2449	unknown	get brass key
2450	run-51.3.2	out
2451	put_direction-9.4	drop flat key
2452	unknown	ask kemp about circuit breaker
2453	unknown	ask officer about convention
2454	roll-51.3.1	drop rug
2455	learn-14-2-1	read of unseen terror
2456	crane-40.3.2	open it
2457	carry-11.4-1-1	push switch
2458	crane-40.3.2	open cell door
2459	unknown	take thing
2460	put_direction-9.4	lower flag
2461	unknown	put bauble in case
2462	unknown	set center dial to 3
2463	sight-30.2	examine bones
2464	tape-22.4	tie moriarty and akbar with rope
2465	roll-51.3.1	drop journal and key
2466	unknown	get all from closet
2467	investigate-35.4	x comb
2468	crane-40.3.2	open northern door
2469	talk-37.5	talk to man
2470	escape-51.1-1	leave bed
2471	put-9.1-2	put silver chalice on right disc
2472	throw-17.1-1-1	throw all but book into lower chute
2473	roll-51.3.1	roll statue se
2474	crane-40.3.2	open telescope
2475	investigate-35.4	x gate
2476	sight-30.2	examine air tank
2477	roll-51.3.1	drop hammer
2478	unknown	put gram in basket
2479	investigate-35.4	examine glass case
2480	unknown	get garter
2481	transfer_mesg-37.1.1	show photograph to charles
2482	sight-30.2	x west mural
2483	unknown	pick up cube
2484	touch-20-1	touch transmit stud
2485	search-35.2	search furniture
2486	put_direction-9.4	drop suit
2487	say-37.7-1	boo
2488	give-13.1-1	give mouse to fairy godmother
2489	give-13.1-1	give pan to guard
2490	put_direction-9.4	drop vial
2491	crane-40.3.2	open throttle
2492	run-51.3.2	jump to beanstalk
2493	unknown	attack crulley
2494	push-12-1-1	push piano north
2495	peer-30.3	look in overalls
2496	investigate-35.4	examine woman
2497	sight-30.2	examine machine
2498	roll-51.3.1	drop bucket
2499	touch-20-1	touch flower
2500	unknown	robot, north and press triangular button
2501	wipe_manner-10.4.1-1	rub it with crayon
2502	carve-21.2-2	punch out blue dot
2503	spatial_configuration-47.6	open packet
2504	unknown	put coin in pocket
2505	investigate-35.4	x gauge
2506	unknown	get aqua vial
2507	say-37.7-1	say -120 to garrulous
2508	remove-10.1	remove brick with crowbar
2509	learn-14-1	read brochure
2510	wipe_manner-10.4.1-1	rub locket
2511	investigate-35.4	x old man
2512	run-51.3.2	slide c
2513	spray-9.7-1	rub oil on mirror 1
2514	disassemble-23.3	unlock door
2515	sight-30.2	x tower
2516	other_cos-45.4	open furnace
2517	peer-30.3	listen to conversation
2518	push-12-1-1	push pram east
2519	pour-9.5	pour coffee in drain
2520	unknown	throck weed
2521	unknown	get eggs
2522	unknown	ask gnome about color magnet
2523	unknown	take selfie
2524	roll-51.3.1	drop spade
2525	unknown	plug in toaster
2526	investigate-35.4	x servers
2527	simple_dressing-41.3.1	wear shield
2528	unknown	tell pigeon to get ruby
2529	unknown	get tea
2530	roll-51.3.1	drop ticket
2531	investigate-35.4	examine shadow
2532	investigate-35.4	x coin
2533	investigate-35.4	examine fin
2534	investigate-35.4	x boot
2535	unknown	put all into thing
2536	funnel-9.3-2-1	push piano south
2537	say-37.7-1	say my name
2538	search-35.2	search clothes
2539	slide-11.2	move handle
2540	modes_of_being_with_motion-47.3	wave clover
2541	carry-11.4	pull pipe
2542	peer-30.3	look in pit
2543	run-51.3.2	go north
2544	unknown	take log
2545	push-12-1-1	push boulders
2546	sight-30.2	x statue
2547	put_direction-9.4	drop rubies
2548	other_cos-45.4	open outer
2549	put_direction-9.4	drop pager
2550	learn-14-1	read card
2551	banish-10.2	remove hood
2552	roll-51.3.1	drop leaflet
2553	roll-51.3.1	turn valve with crowbar
2554	sight-30.2	x hermit
2555	crane-40.3.2	open drawer
2556	learn-14-2-1	learn huncho
2557	put_direction-9.4	drop umbrella
2558	investigate-35.4	x crossbow
2559	sight-30.2	examine toaster
2560	unknown	take spar
2561	spatial_configuration-47.6	hang it on hooks
2562	learn-14-1	read notice
2563	investigate-35.4	x door
2564	sight-30.2	x cutout
2565	roll-51.3.1	move stone
2566	roll-51.3.1	turn m
2567	unknown	fwoosh
2568	put_direction-9.4	drop robe in shaft
2569	peer-30.3	look at ring
2570	unknown	take wire
2571	sight-30.2	x project status stud
2572	unknown	get gown
2573	say-37.7-1	odysseus
2574	touch-20-1	touch powerup stud
2575	funnel-9.3-2-1	push second switch
2576	performance-26.7-1-1	play pool
2577	other_cos-45.4	open toilet
2578	crane-40.3.2	open outer
2579	preparing-26.3-2	pour liquid on slime
2580	investigate-35.4	x frank
2581	roll-51.3.1	move carpet
2582	shake-22.3-2	shake pack
2583	unknown	take lantern
2584	remove-10.1	remove balls
2585	roll-51.3.1	drop portrait and bills
2586	other_cos-45.4	open slot
2587	unknown	take thyme
2588	investigate-35.4	examine dial
2589	sight-30.2	x dust
2590	unknown	ask spirit for name
2591	assuming_position-50	sit on carpet
2592	unknown	blorple 8
2593	investigate-35.4	x sketch
2594	put_direction-9.4	drop crayon and pacquet
2595	investigate-35.4	x desks
2596	unknown	put coal in basket
2597	put_direction-9.4	drop upper card
2598	push-12-1-1	push pram south
2599	unknown	get blue card
2600	learn-14-2-1	read diary
2601	learn-14-2-1	read warped
2602	unknown	get egg
2603	unknown	take lens
2604	unknown	take it
2605	scribble-25.2	write 10 on cube
2606	other_cos-45.4	close drawer
2607	unknown	get satchel
2608	banish-10.2	remove bandage
2609	investigate-35.4	x plaque
2610	sight-30.2	examine screen
2611	learn-14-1	read scroll
2612	unknown	dungeon master, turn dial to 8 and press button
2613	banish-10.2	remove old battery
2614	roll-51.3.1	drop volcano in water
2615	push-12-1-1	push locker east
2616	learn-14-2-1	learn fiznav
2617	unknown	g
2618	learn-14-1	read white book
